,State_name,County_name,pct_Female_No_SP_CEN_2020,pct_Females_CEN_2020,pct_Males_CEN_2020,pct_MrdCple_HHD_CEN_2020,pct_NH_AIAN_alone_CEN_2020,pct_NH_Asian_alone_CEN_2020,pct_NH_Blk_alone_CEN_2020,pct_NH_Multi_Races_CEN_2020,pct_NH_NHOPI_alone_CEN_2020,pct_NH_SOR_alone_CEN_2020,pct_NH_White_alone_CEN_2020,pct_NonFamily_HHD_CEN_2020,pct_Not_MrdCple_HHD_CEN_2020,pct_Owner_Occp_HU_CEN_2020,pct_Pop_18_24_CEN_2020,pct_Pop_25_44_CEN_2020,pct_Pop_45_64_CEN_2020,pct_Pop_5_17_CEN_2020,pct_Pop_65plus_CEN_2020,pct_Pop_under_5_CEN_2020,pct_Rel_Family_HHD_CEN_2020,pct_Renter_Occp_HU_CEN_2020,pct_RURAL_POP_CEN_2020,pct_URBAN_POP_CEN_2020,pct_Sngl_Prns_HHD_CEN_2020,pct_Tot_Occp_Units_CEN_2020,pct_Vacant_Units_CEN_2020,state,county,tract
463,West Virginia,Ritchie County,8.05,48.28,51.72,49.58,0.20,0.08,0.16,1.93,0.04,0.00,96.76,34.69,50.42,85.11,5.90,18.77,33.36,12.95,24.96,4.06,65.31,14.89,100.00,0.00,28.95,86.00,14.00,54,085,962400
464,West Virginia,Ritchie County,10.80,51.70,48.30,47.14,0.00,0.46,0.34,2.03,0.11,0.15,95.71,36.07,52.86,73.75,6.51,19.42,29.11,14.94,25.20,4.83,63.93,26.25,100.00,0.00,31.25,87.43,12.57,54,085,962500
465,West Virginia,Roane County,8.93,50.25,49.75,51.54,0.16,0.62,0.08,3.71,0.00,0.00,94.44,33.01,48.46,82.63,5.64,20.14,30.15,15.98,24.09,4.00,66.99,17.37,100.00,0.00,27.74,82.76,17.24,54,087,962800
466,West Virginia,Roane County,12.07,50.20,49.80,50.00,0.00,0.14,0.18,4.14,0.00,0.00,94.78,31.85,50.00,85.54,5.90,21.12,30.66,17.96,19.95,4.41,68.15,14.46,100.00,0.00,27.28,76.35,23.65,54,087,962901
467,West Virginia,Roane County,9.70,49.13,50.87,55.97,0.36,0.00,0.31,3.96,0.00,0.00,94.60,27.99,44.03,85.57,5.24,20.20,30.47,15.67,23.79,4.62,72.01,14.43,100.00,0.00,23.01,83.84,16.16,54,087,962902
468,West Virginia,Roane County,14.87,52.67,47.33,35.96,0.06,0.45,0.51,3.77,0.00,0.26,93.36,43.91,64.04,55.90,8.65,21.75,26.12,14.89,23.40,5.19,56.09,44.10,100.00,0.00,36.22,86.14,13.86,54,087,963000
469,West Virginia,Roane County,8.15,48.45,51.55,52.13,0.38,0.10,0.13,3.66,0.00,0.00,94.70,33.65,47.87,85.03,6.89,21.63,28.87,15.72,21.99,4.91,66.35,14.97,100.00,0.00,29.14,83.26,16.74,54,087,963100
470,West Virginia,Summers County,12.09,50.00,50.00,43.16,0.23,0.12,1.68,3.60,0.00,0.27,93.08,39.01,56.84,75.55,5.87,21.36,28.01,14.67,26.10,3.99,60.99,24.45,100.00,0.00,33.19,82.70,17.30,54,089,000500
471,West Virginia,Summers County,10.96,59.81,40.19,45.75,0.17,0.42,6.61,3.31,0.00,0.15,87.12,36.77,54.25,77.54,5.52,24.56,30.04,12.09,24.60,3.19,63.23,22.46,100.00,0.00,30.18,66.85,33.15,54,089,000600
472,West Virginia,Summers County,11.70,54.40,45.60,29.93,0.38,0.38,1.99,5.59,0.00,0.38,89.98,52.00,70.07,52.30,6.12,20.58,27.01,13.77,27.93,4.59,48.00,47.70,100.00,0.00,45.33,79.51,20.49,54,089,000700
473,West Virginia,Summers County,10.40,50.38,49.62,51.42,0.42,0.15,0.42,4.24,0.00,0.06,93.63,32.64,48.58,83.99,6.55,20.31,28.58,14.06,25.40,5.09,67.36,16.01,100.00,0.00,28.27,79.64,20.36,54,089,000800
474,West Virginia,Taylor County,13.26,51.31,48.69,43.35,0.02,0.29,0.46,4.30,0.00,0.31,93.71,38.11,56.65,70.25,6.81,23.31,27.86,16.35,20.58,5.09,61.89,29.75,46.30,53.70,32.24,90.32,9.68,54,091,964600
475,West Virginia,Taylor County,8.29,50.70,49.30,59.26,0.08,0.27,0.40,4.68,0.00,0.00,93.16,28.94,40.74,84.79,6.32,22.36,30.41,15.60,20.35,4.95,71.06,15.21,91.47,8.53,22.84,94.47,5.53,54,091,964700
476,West Virginia,Taylor County,11.66,46.71,53.29,50.14,0.29,0.15,1.26,3.71,0.00,0.15,93.43,31.88,49.86,77.94,7.25,26.31,27.23,14.76,19.25,5.20,68.12,22.06,68.37,31.63,26.31,88.78,11.22,54,091,964800
477,West Virginia,Taylor County,12.76,48.76,51.24,50.51,0.00,0.29,0.46,3.78,0.00,0.00,94.62,30.04,49.49,83.64,7.36,22.66,27.87,15.97,21.82,4.33,69.96,16.36,66.96,33.04,24.38,85.56,14.44,54,091,964900
478,West Virginia,Tucker County,8.60,50.00,50.00,48.42,0.00,0.00,0.00,2.70,0.00,0.00,96.80,36.66,51.58,79.65,5.29,18.47,28.22,13.89,29.82,4.30,63.34,20.35,100.00,0.00,31.86,72.11,27.89,54,093,965200
479,West Virginia,Tucker County,7.36,49.53,50.47,47.19,0.00,0.22,0.40,3.50,0.04,0.00,94.75,39.53,52.81,78.29,5.83,18.57,30.10,13.46,28.53,3.50,60.47,21.71,100.00,0.00,34.21,46.65,53.35,54,093,965300
480,West Virginia,Tucker County,8.72,49.94,50.06,51.11,0.15,0.04,0.40,3.90,0.00,0.37,94.30,34.36,48.89,79.32,6.44,20.63,29.90,16.11,22.29,4.63,65.64,20.68,100.00,0.00,29.40,87.25,12.75,54,093,965400
481,West Virginia,Tyler County,13.53,51.44,48.56,46.86,0.06,0.06,0.03,3.78,0.00,0.39,94.74,31.91,53.14,76.68,6.99,21.85,26.63,17.16,22.66,4.72,68.09,23.32,100.00,0.00,28.18,87.39,12.61,54,095,961800
482,West Virginia,Tyler County,7.68,49.22,50.78,52.39,0.27,0.03,0.09,2.77,0.00,0.00,96.57,35.71,47.61,85.95,5.69,19.42,30.92,14.78,24.41,4.79,64.29,14.05,100.00,0.00,30.52,85.71,14.29,54,095,961900
483,West Virginia,Tyler County,9.45,49.88,50.12,52.88,0.24,0.00,0.00,2.61,0.00,0.00,96.38,32.05,47.12,85.48,6.58,19.69,31.26,13.64,24.61,4.21,67.95,14.52,100.00,0.00,27.81,80.93,19.07,54,095,962000
484,West Virginia,Upshur County,10.35,49.61,50.39,54.08,0.02,0.36,0.45,3.26,0.00,0.16,94.31,29.47,45.92,80.54,7.25,22.48,28.07,16.57,20.59,5.04,70.53,19.46,95.03,4.97,22.15,90.08,9.92,54,097,966600
485,West Virginia,Upshur County,14.48,52.97,47.03,38.19,0.58,1.40,4.42,2.86,0.06,0.06,87.78,42.96,61.81,59.23,32.99,18.49,18.36,10.98,15.96,3.22,57.04,40.77,0.00,100.00,35.81,79.37,20.63,54,097,966700
486,West Virginia,Upshur County,15.39,53.74,46.26,39.39,0.12,0.05,0.58,3.48,0.00,0.10,94.21,39.83,60.61,55.83,7.52,21.97,24.78,16.03,23.07,6.63,60.17,44.17,30.95,69.05,35.56,92.21,7.79,54,097,966800
487,West Virginia,Upshur County,10.14,51.73,48.27,43.17,0.07,0.48,0.59,4.59,0.07,0.17,92.68,41.57,56.83,69.57,7.63,23.34,23.86,14.61,25.28,5.28,58.43,30.43,17.96,82.04,35.09,89.73,10.27,54,097,966900
488,West Virginia,Upshur County,10.33,48.98,51.02,52.09,0.13,0.06,0.15,3.00,0.02,0.21,95.70,30.43,47.91,83.09,7.01,21.64,28.54,17.08,20.60,5.13,69.57,16.91,100.00,0.00,24.69,81.71,18.29,54,097,967000
489,West Virginia,Upshur County,8.79,49.76,50.24,57.13,0.11,0.20,0.16,2.88,0.00,0.00,95.97,28.00,42.87,86.59,6.37,22.75,27.95,16.97,20.73,5.22,72.00,13.41,100.00,0.00,22.54,81.99,18.01,54,097,967100
490,West Virginia,Wayne County,16.03,53.23,46.77,36.64,0.05,0.61,1.07,3.82,0.10,0.36,92.36,42.86,63.36,71.43,7.49,24.55,25.42,14.37,23.28,4.89,57.14,28.57,0.00,100.00,37.19,89.73,10.27,54,099,005100
491,West Virginia,Wayne County,16.33,52.86,47.14,32.88,0.61,0.05,0.82,4.96,0.00,0.26,92.43,44.44,67.12,66.55,7.72,25.20,25.82,14.62,21.78,4.86,55.56,33.45,0.00,100.00,37.64,87.85,12.15,54,099,005200
492,West Virginia,Wayne County,12.16,49.34,50.66,49.89,0.26,0.57,1.23,3.44,0.04,0.18,92.60,32.88,50.11,75.26,9.16,23.79,25.95,16.78,20.18,4.14,67.12,24.74,23.22,76.78,27.70,87.51,12.49,54,099,020100
493,West Virginia,Wayne County,14.50,53.60,46.40,35.40,0.15,0.13,0.50,2.96,0.02,0.11,94.86,44.53,64.60,61.39,8.19,22.50,26.12,15.97,21.91,5.31,55.47,38.61,0.00,100.00,38.21,88.06,11.94,54,099,020300
494,West Virginia,Wayne County,11.45,50.20,49.80,55.02,0.14,0.27,0.54,2.60,0.00,0.09,95.42,27.42,44.98,82.06,7.33,21.26,29.44,17.14,19.98,4.85,72.58,17.94,43.84,56.16,23.67,90.39,9.61,54,099,020400
495,West Virginia,Wayne County,12.51,49.85,50.15,48.99,0.13,0.21,0.38,3.12,0.06,0.04,95.60,32.98,51.01,73.96,7.67,21.60,28.57,15.59,21.72,4.85,67.02,26.04,96.29,3.71,29.38,89.12,10.88,54,099,020500
496,West Virginia,Wayne County,11.81,51.47,48.53,53.16,0.13,0.28,0.26,2.75,0.00,0.17,95.63,30.88,46.84,77.10,8.21,20.01,29.08,15.72,22.32,4.65,69.12,22.90,73.00,27.00,26.42,90.61,9.39,54,099,020600
497,West Virginia,Wayne County,10.31,48.92,51.08,56.31,0.06,0.26,0.20,2.90,0.00,0.09,95.96,27.08,43.69,85.83,7.94,20.97,25.78,17.59,21.23,6.49,72.92,14.17,100.00,0.00,22.63,87.93,12.07,54,099,020700
498,West Virginia,Wayne County,12.41,49.88,50.12,50.75,0.00,0.00,0.17,2.10,0.05,0.17,97.01,29.74,49.25,73.57,8.17,22.34,27.71,18.92,16.87,6.00,70.26,26.43,83.73,16.27,24.88,89.21,10.79,54,099,020800
499,West Virginia,Wayne County,12.51,49.16,50.84,46.59,0.21,0.00,0.04,1.60,0.04,0.16,97.50,32.04,53.41,79.86,7.30,21.34,28.40,17.81,20.85,4.31,67.96,20.14,100.00,0.00,28.48,84.67,15.33,54,099,020900
500,West Virginia,Wayne County,13.22,50.64,49.36,49.43,0.00,0.11,0.11,1.81,0.00,0.21,97.44,32.16,50.57,78.33,6.53,20.63,31.14,17.90,19.28,4.51,67.84,21.67,100.00,0.00,27.75,86.44,13.56,54,099,021000
501,West Virginia,Webster County,13.70,50.86,49.14,46.73,0.12,0.04,0.12,2.39,0.04,0.23,96.64,32.83,53.27,80.97,7.12,20.66,27.86,16.16,22.57,5.63,67.17,19.03,100.00,0.00,26.49,87.34,12.66,54,101,970101
502,West Virginia,Webster County,9.06,49.37,50.63,48.14,0.23,0.00,0.00,2.50,0.06,0.00,96.64,37.84,51.86,83.87,5.97,19.28,32.76,12.12,25.71,4.15,62.16,16.13,100.00,0.00,33.37,76.84,23.16,54,101,970102
503,West Virginia,Webster County,11.43,50.14,49.86,40.68,0.33,0.14,0.24,2.83,0.00,0.00,95.90,42.12,59.32,71.68,5.80,18.00,30.35,15.79,26.30,3.77,57.88,28.32,100.00,0.00,36.35,78.24,21.76,54,101,970200
504,West Virginia,Webster County,12.32,48.71,51.29,45.65,0.00,0.00,0.10,2.06,0.00,0.05,96.91,35.14,54.35,77.42,6.44,21.37,27.39,16.63,23.89,4.27,64.86,22.58,100.00,0.00,30.56,86.79,13.21,54,101,970300
505,West Virginia,Wetzel County,14.75,52.27,47.73,39.89,0.17,0.70,0.42,2.84,0.00,0.20,94.76,41.07,60.11,70.07,7.38,19.81,28.17,13.26,26.00,5.38,58.93,29.93,6.02,93.98,34.91,89.88,10.12,54,103,004900
506,West Virginia,Wetzel County,6.65,47.82,52.18,51.85,0.08,0.08,0.12,4.00,0.00,0.04,94.83,36.28,48.15,80.25,6.99,19.79,29.81,14.54,23.63,5.25,63.72,19.75,100.00,0.00,30.58,82.27,17.73,54,103,030400
507,West Virginia,Wetzel County,10.12,50.11,49.89,49.27,0.00,0.00,0.09,3.60,0.00,0.09,95.53,35.08,50.73,82.97,6.85,21.49,27.84,14.48,24.37,4.96,64.92,17.03,100.00,0.00,30.49,85.39,14.61,54,103,030500
508,West Virginia,Wetzel County,13.35,50.90,49.10,46.38,0.23,0.31,0.23,3.34,0.00,0.00,94.68,34.64,53.62,75.80,7.38,22.36,28.88,14.97,21.57,4.84,65.36,24.20,66.46,33.54,29.12,84.85,15.15,54,103,030700
509,West Virginia,Wetzel County,7.47,49.31,50.69,52.06,0.08,0.90,0.33,2.37,0.00,0.00,94.37,34.38,47.94,80.75,7.76,22.69,28.16,15.43,21.88,4.08,65.62,19.25,39.67,60.33,29.47,86.27,13.73,54,103,030800
510,West Virginia,Wirt County,9.92,50.52,49.48,53.41,0.00,0.00,0.16,3.03,0.10,0.07,96.19,31.82,46.59,77.50,5.76,20.25,31.51,17.02,20.38,5.08,68.18,22.50,100.00,0.00,26.67,83.02,16.98,54,105,030101
511,West Virginia,Wirt County,8.98,49.06,50.94,52.53,0.19,0.00,0.05,2.73,0.05,0.28,96.32,32.66,47.47,85.63,6.27,19.98,32.94,14.99,21.77,4.05,67.34,14.37,100.00,0.00,27.05,80.13,19.87,54,105,030102
512,West Virginia,Wood County,10.74,53.07,46.93,36.36,0.23,1.81,0.99,4.83,0.00,0.61,89.47,48.40,63.64,65.80,7.40,24.75,26.24,12.58,24.22,4.80,51.60,34.20,2.98,97.02,42.16,92.78,7.22,54,107,000100
513,West Virginia,Wood County,15.30,55.41,44.59,30.51,0.11,0.40,2.50,5.11,0.00,0.11,89.86,50.78,69.49,50.93,6.59,25.21,24.41,15.47,22.85,5.47,49.22,49.07,0.00,100.00,44.72,88.64,11.36,54,107,000300
514,West Virginia,Wood County,10.67,51.54,48.46,40.77,0.05,0.46,2.06,3.12,0.00,0.41,93.12,43.56,59.23,73.17,7.47,23.52,24.03,13.11,27.28,4.59,56.44,26.83,0.00,100.00,37.40,89.12,10.88,54,107,000400
515,West Virginia,Wood County,18.80,51.03,48.97,35.78,0.22,0.41,3.26,6.63,0.05,0.34,87.09,38.01,64.22,63.01,7.90,25.97,26.45,19.30,14.71,5.66,61.99,36.99,0.00,100.00,30.00,82.10,17.90,54,107,000500
516,West Virginia,Wood County,17.06,50.13,49.87,22.34,0.92,0.46,4.32,8.15,0.00,0.27,84.35,53.94,77.66,37.75,9.53,27.82,30.12,16.15,11.79,4.59,46.06,62.25,0.00,100.00,42.34,77.78,22.22,54,107,000701
517,West Virginia,Wood County,20.33,52.36,47.64,34.49,0.26,0.72,1.24,5.17,0.07,0.52,90.64,37.80,65.51,65.51,7.53,27.09,26.31,15.90,17.02,6.15,62.20,34.49,0.00,100.00,31.48,88.18,11.82,54,107,000702
518,West Virginia,Wood County,17.97,49.15,50.85,37.57,0.22,0.37,1.48,4.75,0.00,0.52,91.76,35.75,62.43,67.15,7.87,25.69,29.62,16.63,14.70,5.49,64.25,32.85,0.00,100.00,27.77,83.87,16.13,54,107,000801
519,West Virginia,Wood County,14.89,51.62,48.38,37.75,0.00,0.39,0.60,4.47,0.00,0.42,92.39,41.25,62.25,63.62,8.18,25.09,27.01,16.16,18.08,5.49,58.75,36.38,0.00,100.00,34.93,89.39,10.61,54,107,000802
520,West Virginia,Wood County,15.14,51.48,48.52,34.78,0.36,0.51,0.58,3.62,0.00,1.01,92.83,43.48,65.22,60.87,8.54,23.61,28.96,14.99,17.52,6.37,56.52,39.13,0.00,100.00,35.59,86.01,13.99,54,107,000901
521,West Virginia,Wood County,11.89,51.92,48.08,37.59,0.14,0.51,0.58,3.62,0.00,0.00,93.78,43.01,62.41,68.71,6.58,21.19,27.19,15.91,23.64,5.50,56.99,31.29,0.00,100.00,36.89,86.02,13.98,54,107,000902
522,West Virginia,Wood County,16.03,53.87,46.13,37.20,0.05,0.26,1.73,2.51,0.00,0.21,93.57,42.04,62.80,59.49,6.71,22.15,25.66,15.51,23.55,6.40,57.96,40.51,0.00,100.00,36.15,91.93,8.07,54,107,000903
523,West Virginia,Wood County,10.68,51.49,48.51,52.43,0.21,0.52,1.05,4.71,0.00,0.16,92.88,32.52,47.57,79.49,7.12,20.25,30.56,14.39,23.18,4.50,67.48,20.51,51.44,48.56,27.91,92.58,7.42,54,107,010101
524,West Virginia,Wood County,11.90,52.65,47.35,51.23,0.10,1.47,2.35,4.71,0.05,0.44,89.36,31.74,48.77,66.28,7.35,20.93,25.05,18.24,22.50,5.93,68.26,33.72,11.91,88.09,26.25,94.18,5.82,54,107,010102
525,West Virginia,Wood County,10.83,52.61,47.39,49.74,0.20,0.36,0.36,2.72,0.00,0.10,95.35,36.07,50.26,80.28,6.19,22.62,27.70,16.78,22.58,4.13,63.93,19.72,2.00,98.00,31.22,92.60,7.40,54,107,010200
526,West Virginia,Wood County,10.45,52.17,47.83,52.10,0.18,1.98,1.03,4.70,0.04,0.20,90.83,33.21,47.90,79.88,7.18,22.56,27.33,15.69,21.95,5.29,66.79,20.12,1.32,98.68,27.88,92.53,7.47,54,107,010300
527,West Virginia,Wood County,11.69,52.55,47.45,45.71,0.00,2.02,0.65,2.73,0.24,0.36,92.76,38.31,54.29,82.86,6.82,23.07,27.64,13.35,23.84,5.28,61.69,17.14,1.42,98.58,33.51,91.78,8.22,54,107,010400
528,West Virginia,Wood County,13.56,52.39,47.61,39.12,0.00,1.19,1.32,5.91,0.00,0.13,89.37,41.38,60.88,68.22,8.36,27.17,24.84,13.52,20.00,6.10,58.62,31.78,0.94,99.06,34.04,89.73,10.27,54,107,010501
529,West Virginia,Wood County,11.80,51.70,48.30,39.00,0.19,2.18,1.36,4.44,0.00,0.23,89.46,44.00,61.00,61.25,9.22,22.98,24.95,12.44,25.91,4.51,56.00,38.75,0.00,100.00,38.25,92.00,8.00,54,107,010502
530,West Virginia,Wood County,10.57,49.87,50.13,55.92,0.11,0.25,0.64,4.30,0.00,0.04,93.63,28.36,44.08,82.16,6.86,23.35,27.86,16.49,20.05,5.40,71.64,17.84,100.00,0.00,23.15,90.97,9.03,54,107,010601
531,West Virginia,Wood County,9.55,46.67,53.33,53.91,0.16,0.21,1.19,3.91,0.05,0.37,93.23,30.99,46.09,84.36,7.41,23.66,31.21,13.48,19.70,4.55,69.01,15.64,70.81,29.19,25.73,91.28,8.72,54,107,010602
532,West Virginia,Wood County,9.29,51.22,48.78,56.43,0.13,0.54,0.48,3.05,0.00,0.06,94.76,30.60,43.57,81.73,7.28,21.77,29.22,16.01,21.14,4.59,69.40,18.27,51.40,48.60,25.51,90.50,9.50,54,107,010703
533,West Virginia,Wood County,10.70,50.87,49.13,53.89,0.26,0.32,0.45,2.51,0.00,0.16,95.58,31.02,46.11,76.37,7.12,21.08,29.34,15.67,21.31,5.48,68.98,23.63,73.63,26.37,26.56,90.71,9.29,54,107,010704
534,West Virginia,Wood County,8.75,49.08,50.92,53.56,0.28,0.23,0.23,3.54,0.00,0.14,94.72,33.59,46.44,85.75,7.07,20.75,31.91,15.43,21.53,3.31,66.41,14.25,88.75,11.25,28.73,91.14,8.86,54,107,010705
535,West Virginia,Wood County,12.25,51.40,48.60,48.73,0.25,0.36,0.52,3.40,0.00,0.11,92.55,32.42,51.27,74.47,7.01,22.16,27.42,16.16,21.86,5.37,67.58,25.53,72.79,27.21,25.60,91.73,8.27,54,107,010706
536,West Virginia,Wood County,6.06,48.67,51.33,62.03,0.07,0.10,0.00,2.01,0.00,0.07,97.17,26.35,37.97,87.73,6.31,21.70,30.81,15.98,20.72,4.47,73.65,12.27,100.00,0.00,22.42,89.72,10.28,54,107,010800
537,West Virginia,Wood County,8.72,50.10,49.90,57.92,0.13,0.26,0.26,3.10,0.00,0.34,95.19,28.45,42.08,85.23,6.83,21.71,28.66,14.91,22.16,5.74,71.55,14.77,69.98,30.02,25.66,93.76,6.24,54,107,010901
538,West Virginia,Wood County,13.66,50.97,49.03,50.38,0.13,0.24,0.87,4.08,0.00,0.05,93.35,31.33,49.62,73.93,7.55,23.69,26.21,16.49,20.09,5.96,68.67,26.07,2.36,97.64,26.57,91.30,8.70,54,107,010902
539,West Virginia,Wood County,14.09,50.22,49.78,27.81,0.18,0.48,2.51,4.50,0.18,0.29,89.01,52.77,72.19,45.95,8.00,26.95,29.61,13.20,16.74,5.49,47.23,54.05,0.00,100.00,46.40,84.48,15.52,54,107,011000
540,West Virginia,Wyoming County,10.07,49.98,50.02,57.52,0.26,0.00,0.56,2.85,0.00,0.09,93.96,26.74,42.48,89.35,8.19,21.26,29.02,17.08,20.14,4.31,73.26,10.65,100.00,0.00,21.99,88.25,11.75,54,109,002800
541,West Virginia,Wyoming County,14.59,51.33,48.67,53.44,0.00,0.00,0.30,1.87,0.02,0.02,96.97,24.78,46.56,80.06,8.44,21.52,28.68,16.81,19.65,4.90,75.22,19.94,100.00,0.00,21.27,88.00,12.00,54,109,002901
542,West Virginia,Wyoming County,12.24,50.65,49.35,48.97,0.28,0.11,0.23,2.12,0.00,0.00,96.78,33.91,51.03,78.27,7.55,20.28,27.97,16.15,22.82,5.23,66.09,21.73,100.00,0.00,28.68,87.70,12.30,54,109,002902
543,West Virginia,Wyoming County,9.65,50.51,49.49,54.01,0.27,0.00,0.09,0.80,0.00,0.04,98.31,30.69,45.99,82.00,7.72,21.73,28.20,16.01,21.06,5.28,69.31,18.00,100.00,0.00,25.92,86.57,13.43,54,109,003000
544,West Virginia,Wyoming County,11.59,50.76,49.24,51.13,0.06,0.04,0.35,2.46,0.00,0.08,96.58,31.61,48.87,78.88,7.33,21.48,27.64,14.58,24.37,4.61,68.39,21.12,100.00,0.00,26.34,86.24,13.76,54,109,003100
545,West Virginia,Wyoming County,10.96,49.63,50.37,50.40,0.12,0.12,1.27,3.44,0.00,0.28,93.97,33.24,49.60,79.56,7.14,22.01,28.43,16.46,21.08,4.88,66.76,20.44,100.00,0.00,28.42,80.95,19.05,54,109,003200
