,attributes.OID,attributes.OBJECTID,attributes.BASENAME,attributes.PREDIR,attributes.PREDIRABRV,attributes.PREQUAL,attributes.PREQUALABRV,attributes.PRETYP,attributes.PRETYPEABRV,attributes.RTTYP,attributes.SUFDIR,attributes.SUFDIRABRV,attributes.SUFQUAL,attributes.SUFQUALABRV,attributes.SUFTYP,attributes.SUFTYPEABRV,attributes.NAME,attributes.MTFCC,geometry
199,1105088999564,189356,United Spanish War Veterans Memorial,,,,,,,M,,,,,322.0,Hwy,United Spanish War Veterans Memorial Hwy,S1200,"LINESTRING (-74.0126279997127 40.844484999784676, -74.01141799956773 40.84442200006782, -74.0110510000449 40.844412999909224, -74.01090399973182 40.844408999989334, -74.01028000029106 40.844390999667425, -74.00998800021301 40.84437699994216, -74.00968199989127 40.84435799997052, -74.00936200022413 40.84433500006914, -74.00909400043551 40.84430899987553, -74.0087980001595 40.8442720002097, -74.0085860004474 40.84423800013121, -74.0084030001493 40.84421300022227, -74.00822400004915 40.84418300004728, -74.0080309997053 40.844146999955285, -74.00781499979524 40.84410299996732, -74.00759200021248 40.84405600033399, -74.00719100035448 40.84396800020798, -74.00695899965258 40.84391699984979, -74.00659399977961 40.843833999822536, -74.00629699967868 40.843767999857704, -74.00600600032385 40.84370900010118, -74.00560899976551 40.84363599973081, -74.00503999967802 40.843558999988424, -74.0048349996386 40.843531999836955, -74.00477899956212 40.84352500022375, -74.00445899989496 40.84351300030264, -74.00412099978617 40.843509000328496, -74.003432999873 40.84349099976209, -74.00323100020664 40.84348299981079, -74.00309399993928 40.84347499985858, -74.00297699976342 40.843464000262436, -74.00285000044012 40.84345299998494, -74.00270399995195 40.84342700012491, -74.0025819997532 40.843397999929145, -74.00240900039917 40.84335400012346, -74.00231899998748 40.84332899988111, -74.00219199976588 40.84329300000477, -74.00199500012238 40.84321300020962, -74.00188100031957 40.84316399994763, -74.00166700005931 40.843047000326635, -74.0014550003472 40.84291399978056, -74.00128999959246 40.842808000104675, -74.00095999987958 40.84259699991178, -74.00033200024085 40.842209000006804, -74.00002300044437 40.84203199981413, -73.99986299971249 40.84194900014464, -73.99974100041207 40.84189499987805, -73.99959099972594 40.841837000171964, -73.99935999974726 40.841748999817966, -73.99922500002803 40.841707000318365, -73.99911700007301 40.841671000240595, -73.99896200026228 40.841626999968014, -73.99876499972048 40.84157999993804, -73.99853399974181 40.84153600028464, -73.99837499973316 40.841509999672546, -73.99821499989957 40.84148799982626, -73.99797999972294 40.84146899970601, -73.99781999988937 40.841457999777006, -73.99772700000295 40.841459999826, -73.99758399988782 40.84145700009226, -73.99746199968908 40.84146300023921, -73.9972449999541 40.84147299980333, -73.99708099992259 40.841489999874405, -73.99691100004327 40.841504000209454, -73.99670099998097 40.8415300001443, -73.99621899993214 40.84161899979177)"
200,1104459708911,150889,Brooklyn,,,,,,,M,,,,,147.0,Brg,Brooklyn Brg,S1200,"LINESTRING (-74.00252300020198 40.710672999855895, -74.0016720000822 40.71001500003597, -74.00141900036219 40.70981499979773, -74.00122500019346 40.70965799996273, -74.00047399963276 40.70905100018063, -74.00023199978344 40.70885600000973, -74.00020599984416 40.70883500009342, -73.99986899956028 40.70856999977026, -73.99949500036476 40.70827900006359, -73.99937800018891 40.708180999775486, -73.99929600017315 40.7081109997733, -73.99917700034746 40.7080220001895, -73.99457000029432 40.70437599976963, -73.99449800032428 40.70431799974743)"
201,11015503587492,238596,9a,,,,,586.0,State Rte,S,,,,,,,State Rte 9a,S1200,"LINESTRING (-74.01637500032354 40.704838000092295, -74.01639899971467 40.70487400015971, -74.01643399987478 40.70493300007681, -74.0164580001642 40.70499100024445, -74.01647499988265 40.70507000010981, -74.01626599964528 40.70563899971626, -74.01611300038272 40.70604100020468, -74.01606499980382 40.70623399972775, -74.01602600034407 40.7063919998207, -74.01595600002388 40.70667999990501, -74.01583399982515 40.70698400023182, -74.01576500022817 40.70714799993937, -74.01574900033464 40.707186000129525, -74.01569300025815 40.70730399990093, -74.01561100024239 40.70748600018863, -74.0155910001509 40.707530999842646, -74.01552800040172 40.70767199996883, -74.0155130003331 40.70770700020985, -74.01520199998848 40.70845600014197, -74.01485600038207 40.70939399982198, -74.0146970003734 40.70977899967745, -74.0145349999917 40.71037499976819, -74.01435800043969 40.71100599984088, -74.01414699965419 40.71221299992148, -74.01369999976542 40.713667999873245, -74.0133819997481 40.714408000077896, -74.01323199996028 40.71506100029048, -74.01319500015038 40.71520299967658, -74.01310200026396 40.71561899996124, -74.01302500027106 40.715951999721874, -74.01292099961566 40.716398000175914, -74.01273099964487 40.71711400006038, -74.01268799998715 40.71729799979494, -74.01229200015203 40.71903899967515, -74.01200900029482 40.720303000127515, -74.01187600022543 40.720951999835414, -74.01174300015605 40.721623000126975, -74.01163000017814 40.722310000309776, -74.01149600028383 40.72297000002066, -74.0113590000165 40.72361800017761, -74.01123500016793 40.724266000152895, -74.01105600006777 40.72514800028784, -74.01094300008987 40.725662000267654, -74.01092299999839 40.72579400021256, -74.0109160003257 40.725831999972804, -74.01087000029494 40.72608500029578, -74.01085600005123 40.726164000323365, -74.01064299961591 40.72817200012156, -74.01054399988169 40.72910000029716, -74.0104879998052 40.72981799971173, -74.01039699956861 40.73055800010117, -74.0103399996672 40.73128899990221, -74.01027199989515 40.732010000119644, -74.0102550001767 40.732397999783686, -74.0101630001152 40.73316500021857, -74.01011100023666 40.733847999921714, -74.01007400042673 40.73424799970345, -74.0100429995663 40.73458899967079, -74.00998900003793 40.73529699984812, -74.0099299995884 40.736004000066345, -74.00984400027298 40.73696800033128, -74.00981400013573 40.73756599977499, -74.00985400031871 40.73814699996945, -74.00993499961125 40.73872199994572, -74.0099379999843 40.738888000162525, -74.0099239997406 40.73905399996515, -74.00989199995354 40.739218000306344, -74.00984400027298 40.73937999983971, -74.00922300030696 40.74049599989554, -74.00909899956008 40.74075699968263, -74.00887699980224 40.741538999876376, -74.00869900042531 40.742361999705544, -74.00851699995212 40.743173999670915, -74.00837200018715 40.74396900005918, -74.00825900020925 40.74467399974735, -74.00812000029207 40.745374999683015, -74.00798499967456 40.74608800024753, -74.00793500034416 40.74639300003892, -74.00786599984887 40.746803000153996, -74.00771699988596 40.74750400010735, -74.00767900025112 40.747838999731925, -74.00763700041833 40.74817599984952, -74.00762399999954 40.748268000055425, -74.00765199958862 40.748464000188, -74.00768199972585 40.74867199980798, -74.00772399955864 40.748826000337615, -74.00778399983311 40.7489760002809, -74.00786300037413 40.74912199966481, -74.00795799991037 40.74926100005754, -74.00806099984254 40.7494540001749, -74.00814600023135 40.74965399972321, -74.00820999980546 40.74985699982345, -74.00825500001129 40.7500640001491, -74.00828000012565 40.75027200020857, -74.00782900003895 40.75171399987387, -74.00759499968721 40.75239600000446, -74.00731299965491 40.7531079998114, -74.00702599959973 40.75379300022917, -74.00664599965813 40.754451000050636, -74.00559299987198 40.75589300026803, -74.00528800027345 40.756307999725024, -74.0048050003997 40.75697099985883, -74.003841000302 40.758297000023084, -74.00338299964429 40.75893000010522, -74.00316000006154 40.75923800024084, -74.00284299986912 40.75968600024119, -74.00259199979895 40.76003400001687, -74.0025320004228 40.760109000316476, -74.00237300041415 40.76032200002548, -74.00205799987158 40.76072199981957, -74.00162199985348 40.76134700029244, -74.00153700036297 40.76148699983221, -74.00143500025573 40.76161999966624, -74.00131600043004 40.76174599983649, -74.00118300036064 40.76186299997505, -74.00103600004756 40.76196800020324, -74.00029600025586 40.76253699990914, -73.9995530000911 40.76307499988375, -73.99937900001383 40.76319400009177, -73.99922099983007 40.76332599973022, -73.99907900043817 40.7634689997231, -73.99895700023943 40.76362000014765, -73.99848900043429 40.76424200008171, -73.9980409998223 40.764863000159394, -73.997574999667 40.765488999943734, -73.99712899960315 40.76610100003654, -73.9966669996458 40.7667400000623, -73.99622200030518 40.767352000200745, -73.99574500027921 40.76799000033229, -73.99484899995358 40.769256999756124, -73.99479700007505 40.769337000310365, -73.99453199976118 40.76993299970729, -73.99440999956244 40.770685000267896, -73.99420799989606 40.77150499974851)"
202,11015503586008,238567,Joe Dimaggio,,,,,,,M,,,,,322.0,Hwy,Joe Dimaggio Hwy,S1200,"LINESTRING (-73.99484899995358 40.769256999756124, -73.99479700007505 40.769337000310365, -73.99453199976118 40.76993299970729, -73.99440999956244 40.770685000267896, -73.99420799989606 40.77150499974851)"
203,11015503586014,238568,Joe Dimaggio,,,,,,,M,,,,,322.0,Hwy,Joe Dimaggio Hwy,S1200,"LINESTRING (-73.99505499981791 40.76934400026928, -73.99501399981001 40.76941599999784, -73.9948859997635 40.76966400012884, -73.9948220001894 40.76982899990079, -73.99477199996068 40.76999700018767, -73.9946969996176 40.77076799999287, -73.9946189997998 40.77113199992279, -73.99448999992838 40.77149199966398, -73.99425300010192 40.77192199980331, -73.99397699991738 40.7722820000264)"
204,110710472392,88760,Grand,,,,,,,M,,,,,125.0,Ave,Grand Ave,S1200,"LINESTRING (-74.00927299963736 40.83429399968863, -74.00903099978801 40.834709999852315, -74.00864900019658 40.83536800018939, -74.00829500019427 40.83597799974194, -74.00793799981889 40.83660999991175, -74.00757600031895 40.837305999665816, -74.00634199988453 40.83944499969906, -74.00600200012589 40.84004799981391, -74.00597899966137 40.840088000274484, -74.00560399974263 40.84075500021703, -74.00524800009049 40.841385000325275, -74.00515100000611 40.84157700020973, -74.00508499988386 40.84173300017353, -74.00502999963228 40.8418909998062, -74.00497399955579 40.84210400023749, -74.00495099998956 40.84227500016493, -74.00491099980658 40.84292399980537, -74.00489900011104 40.84313599997581, -74.00489499991308 40.84321300020962, -74.00487700036972 40.84336000009868, -74.00485399990518 40.84345699996253, -74.00484300003451 40.84350099969978, -74.0048349996386 40.843531999836955, -74.00481500044545 40.84361399991062, -74.00479700000378 40.84368000002887, -74.00473300042968 40.843910000277255, -74.00450099972775 40.84457299990379, -74.00441399968913 40.84482099998141, -74.00430999993205 40.84506499993033, -74.00421200002276 40.845260999895885, -74.00415699977118 40.845364999794775, -74.00385200017266 40.84594499971393, -74.00378900042347 40.84606600015494, -74.0035099998659 40.8465839999611, -74.00338600001733 40.846811999757335, -74.0030599996041 40.84740599969132, -74.00270300012703 40.8480519999361, -74.00261500026349 40.84821099971645, -74.00231999981239 40.84874499973783, -74.00219500013891 40.84898199979248, -74.00202500025962 40.84930400024887, -74.00182900044102 40.84965099972556, -74.00161199980774 40.85002700012871, -74.00137300033144 40.85046899990923, -74.00116300026916 40.8508629996755, -74.00097699959801 40.85115800006211, -74.00078800035044 40.8514550002417, -74.00068600024319 40.85161599975285, -74.00039099979209 40.85206099973872, -73.99995300012418 40.85273699984069, -73.9996519998253 40.853221000272185, -73.99959300027407 40.853305999785064, -73.99947899957293 40.85347000010374, -73.9993349996329 40.85369399994935, -73.99917700034746 40.85390500014259, -73.99889299976701 40.85433399970317, -73.99861599975758 40.8546950002822, -73.99836399986249 40.85501300019408, -73.99834200012118 40.85504099990378, -73.99829000024266 40.855104999875316, -73.99741700038156 40.8561759997476, -73.99724999997697 40.85638600005024, -73.9971389996489 40.85655699981468, -73.99705199961026 40.856725000095075, -73.99683400005038 40.857282000294106, -73.99656600026175 40.85796699979675, -73.99644200041323 40.85827800021549, -73.99627699965845 40.85865199968964, -73.99595699999132 40.859324000102504, -73.99549500003396 40.860300999737746, -73.99518899971221 40.86096599991778, -73.995089999978 40.86114099967795, -73.99497500035027 40.861311000011575, -73.99487700044098 40.86143699988136, -73.99473900034872 40.861590999849675, -73.99437799977538 40.8619589999914, -73.99408099967447 40.86226000018774, -73.9935700002116 40.862814999958445, -73.99293199962884 40.86350700021008, -73.99230399999013 40.86419299989867, -73.99061699981917 40.86606200006416, -73.99037199959677 40.86634800012867, -73.99010399980817 40.8666559999665, -73.98991800003533 40.8668430000911, -73.98947500034454 40.867232999719896, -73.98932999968127 40.86737600009524, -73.98930600029014 40.86739900015054, -73.98914899993132 40.86757699980619, -73.98900800036432 40.86776300008014, -73.98890200005911 40.86792799989674, -73.9887890000812 40.868135999701515, -73.98847199988879 40.8686570000449, -73.98791399967197 40.869573000206735, -73.98788500025796 40.869621000020075, -73.9871210001768 40.87084200004452, -73.98674299988502 40.87144900007454, -73.9863660003165 40.872053000266874, -73.98626400020925 40.87221599978294, -73.9858879995673 40.87286700005749, -73.98567599985519 40.8732669997288, -73.98552500024243 40.873574999988946, -73.98525999992856 40.874134000192726, -73.98512600003427 40.87441599988966, -73.98497299987339 40.874672999781296, -73.98485800024567 40.8748700003178, -73.98477399968176 40.87501299982286, -73.9847269998261 40.875095000330695, -73.9846849999933 40.87516999971225, -73.98466099970386 40.87520699978339, -73.98450500006824 40.875512000297945, -73.98432900034115 40.87575100005768, -73.98418299985296 40.87592600014454, -73.98401799999652 40.87610300013055, -73.98386499983566 40.87624899988562, -73.98378899966767 40.8763199999665, -73.98288599966935 40.87715299967635, -73.98231199955899 40.877682000284665, -73.98178900040058 40.8781640001729, -73.98152200043688 40.87838300033789, -73.98129800013089 40.87856600005035, -73.9809330002579 40.87886499987632)"
205,1105089086938,189367,Bergen,,,,,,,M,,,,,142.0,Blvd,Bergen Blvd,S1200,"LINESTRING (-73.98481300003982 40.84979899984249, -73.98485700042075 40.8500390002293, -73.9848880003829 40.85021199985293, -73.98490099990337 40.85034500002239, -73.98492299964468 40.85044499986157, -73.98495600015497 40.85053099976566, -73.98504900004137 40.85070299991842, -73.98518399976058 40.850889000015755, -73.98527199962413 40.85101099980329, -73.98533699992146 40.851108000019956, -73.98538499960203 40.8511879997975, -73.98542999980788 40.8512909996917, -73.9854590001202 40.85139800028298, -73.98548900025743 40.851503000276146, -73.98556200005237 40.85175499971666, -73.9855710002732 40.85216000018277, -73.98548800043251 40.85233800002558, -73.98540100039388 40.85255199969214, -73.98524200038523 40.852834000248386, -73.98512500020935 40.853015000209076, -73.9849870001171 40.853214999830854, -73.98492900039078 40.85332200003291, -73.98487699961393 40.85345399989164, -73.98479399977325 40.853668000030396, -73.9846149996731 40.854030999831245, -73.9845500002741 40.854181000021775, -73.98445700038768 40.85437700020282, -73.98434299968653 40.854567000164586, -73.98424300012744 40.854725999939056, -73.98413199979935 40.85487899972071, -73.98393799963058 40.85510399971702, -73.98377699997211 40.85527399991704, -73.98355600003916 40.85549600015295, -73.98328800025057 40.85575800015985, -73.98299600017252 40.85604799977366, -73.98247099956765 40.85656599968279, -73.98240600016864 40.856630000219425, -73.98199600008981 40.85703299984232, -73.98183700008116 40.857167000035325, -73.98161699997311 40.8573369996974, -73.98143500039825 40.85746200020979, -73.9813049998036 40.857544000031844, -73.9811369995741 40.857649999916575, -73.98097099989273 40.85774200001232, -73.98072999986833 40.85785900018589, -73.98047200012546 40.85797399992278, -73.98035199957656 40.8580180002124, -73.98006399969647 40.85812099967977, -73.97983799974064 40.85819499983148, -73.97958300037085 40.85826099969509, -73.97940400027069 40.85829999992327, -73.97923100001834 40.85833800001902, -73.9790310000018 40.85837000011847, -73.97878800032755 40.8584010000939, -73.97855599962564 40.858423999869075)"
206,1105089086943,189369,Bergen,,,,,,,M,,,,,142.0,Blvd,Bergen Blvd,S1200,"LINESTRING (-73.98481300003982 40.84979899984249, -73.98478100025277 40.85003000015402, -73.98478799992546 40.850140000084096, -73.98482300008556 40.85063200022948, -73.98488099981189 40.85150099985073, -73.98487099976614 40.85174599987452, -73.98484800019992 40.85194199978483, -73.98481600041288 40.85212799980143, -73.98476700000907 40.852428000306126, -73.98474400044286 40.85264800017528, -73.98472199980324 40.85307600021206, -73.98471400030562 40.8532629999492, -73.98467599977246 40.85348799999797, -73.9846430001605 40.853625999930685, -73.9846139998482 40.853748000114344, -73.98445499983954 40.85417599983971, -73.98439899976303 40.85428000001587, -73.98425099962503 40.85453400009949, -73.98421100034038 40.85460099969973, -73.98410199966213 40.85475799974498, -73.9840439999358 40.85483399990157, -73.98360999956752 40.85531000007927, -73.98347599967322 40.85544599998723, -73.98292000000453 40.85599599973482, -73.98239600012289 40.856510000181714, -73.98196299957952 40.85693999999011, -73.98191400007404 40.85698900025727, -73.98155300039903 40.85727399996942, -73.98138599999446 40.857380999730744, -73.98116300041168 40.85752599988073, -73.9808479998691 40.85770300013505, -73.98055199959309 40.85784700014271, -73.9803979996073 40.85791399978955, -73.9799959999244 40.85805200001469, -73.97973099961052 40.858131000127464, -73.97919800040637 40.85826199980573, -73.97908100023051 40.85828799996004, -73.97898099977309 40.858297999703076, -73.97867500034965 40.858340000237995, -73.97863199979362 40.85834399999635, -73.97860000000657 40.85834600021515, -73.97831799997427 40.85837000011847)"
207,1105089122065,189407,9,,,,,641.0,US Rte,U,,,,,,,US Rte 9,S1200,"LINESTRING (-74.00152700031724 40.842808999769, -74.00043500017301 40.842117999763296, -74.00008399964544 40.84194599975343, -73.99960599979453 40.841761999738615, -73.9994200000217 40.84168800026089, -73.99907500024021 40.84158899980175, -73.99883099984274 40.8415300001443, -73.99854399978756 40.841468000021486, -73.99825300043273 40.84142400029369, -73.99796300000452 40.84139600026639, -73.99765699968275 40.84139200016447, -73.99760099960625 40.841396999952046, -73.9970049997546 40.84142499997893, -73.99672000024756 40.84148000031285, -73.99621899993214 40.84161899979177, -73.99619100034305 40.841626000285814, -73.9958220002721 40.841731999813376, -73.99565700041566 40.84179200032993, -73.99543999978236 40.84188400001969, -73.99522200022247 40.841989999814245, -73.99503800009946 40.8420859999691, -73.99487300024302 40.84218499968582, -73.99470199964048 40.842290999678546, -73.99456100007347 40.842393999810405, -73.99443999969967 40.84249400009539, -73.99425300010192 40.84264999993967, -73.99407200035195 40.84282499983328, -73.99385899991661 40.84304199998393, -73.99307800011702 40.84381900033054, -73.99191400000278 40.8449789997278, -73.99051800008496 40.84636199976336, -73.98909700005277 40.847778000205864, -73.98851999956936 40.84835199986915, -73.98819300022953 40.84867500024477, -73.98760800024853 40.849257999794126, -73.98667900031093 40.85017800010395, -73.9854590001202 40.85139800028298, -73.98527900019515 40.851596999818184, -73.98517999956262 40.85171399997274, -73.98510799959261 40.85181799993667, -73.98500800003349 40.85198100033575, -73.98494600010922 40.8521030001511, -73.98489300040576 40.85223800032544, -73.984839999804 40.85242700010737, -73.98479999962103 40.85266299970738, -73.98472199980324 40.85307600021206, -73.98471400030562 40.8532629999492, -73.98467599977246 40.85348799999797, -73.9846430001605 40.853625999930685, -73.9846139998482 40.853748000114344, -73.98445499983954 40.85417599983971, -73.98439899976303 40.85428000001587, -73.98425099962503 40.85453400009949, -73.98421100034038 40.85460099969973, -73.98410199966213 40.85475799974498, -73.9840439999358 40.85483399990157, -73.98360999956752 40.85531000007927, -73.98347599967322 40.85544599998723, -73.98292000000453 40.85599599973482, -73.98239600012289 40.856510000181714, -73.98196299957952 40.85693999999011, -73.98191400007404 40.85698900025727, -73.98155300039903 40.85727399996942, -73.98138599999446 40.857380999730744, -73.98116300041168 40.85752599988073, -73.9808479998691 40.85770300013505, -73.98055199959309 40.85784700014271, -73.9803979996073 40.85791399978955, -73.9799959999244 40.85805200001469, -73.97973099961052 40.858131000127464, -73.97919800040637 40.85826199980573, -73.97908100023051 40.85828799996004, -73.97898099977309 40.858297999703076, -73.97867500034965 40.858340000237995, -73.97863199979362 40.85834399999635, -73.97860000000657 40.85834600021515, -73.97831799997427 40.85837000011847, -73.97768699996251 40.85842000011555, -73.97744500011316 40.85841699979065, -73.97721900015738 40.85840499984862, -73.97702199961554 40.85839000025772, -73.97662199958248 40.85833800001902, -73.97636200018978 40.85829100029073, -73.97624099981597 40.85826500013764, -73.97606300043905 40.85821700024626, -73.97582300023953 40.858143000119135, -73.97578800007943 40.85813200024006, -73.97563999994144 40.85808300013898, -73.97545699964333 40.858013999754924, -73.97525999999982 40.85792800005196, -73.9750959999683 40.85785200004771, -73.97490799964733 40.857755000192796, -73.97474899963866 40.85766800003399, -73.97456100021601 40.8575709999096, -73.97437399971996 40.85747300020008, -73.97420999968841 40.85738299997862, -73.97408699966476 40.85731800004461, -73.97381600040144 40.857174000245834, -73.97350199968375 40.85698599986756, -73.97329099979656 40.85683900030963, -73.97307099968855 40.856684000029546, -73.97264800008922 40.85633300013697)"
208,1105082112847,189184,Fletcher,,,,,,,M,,,,,125.0,Ave,Fletcher Ave,S1200,"LINESTRING (-73.97444099966711 40.85698900025727, -73.97424499984851 40.8571709998645, -73.97408699966476 40.85731800004461, -73.97396199999129 40.85743300004125, -73.9738149996782 40.8575709999096, -73.97373600003549 40.85764799967676, -73.97366900008834 40.857711999847425, -73.97355299973738 40.857825000284485, -73.97349800038411 40.85787700024647, -73.9734769995694 40.85789699985513, -73.97341899984308 40.8579549997732, -73.97326599968221 40.858103999798516, -73.97246599961603 40.85885899999139, -73.97236799970676 40.858949999666585)"
209,1106087958111,217778,Palisade,,,,,,,M,,,,,125.0,Ave,Palisade Ave,S1200,"LINESTRING (-73.97895200035909 40.83168299999679, -73.97885699992452 40.83191900006432, -73.97866199993086 40.83233200003045, -73.97850899976999 40.83265699995266, -73.97845900043959 40.83337699986786, -73.97837499987568 40.8351170000628, -73.97828700001213 40.83665799982472, -73.97824500017934 40.837320000205004, -73.97822400026294 40.83746899974054, -73.97817900005708 40.837674999878665, -73.97810700008706 40.837896000212496, -73.97804900036076 40.83805700004408, -73.97795999977397 40.83818899972828, -73.97786500023774 40.83837300014691, -73.97774700023696 40.83854200004821, -73.97761199961943 40.83870799966049, -73.97753100032689 40.83879699969903, -73.97720200043892 40.83909700007122, -73.97697499975989 40.83930299990751, -73.97661499990978 40.83963100013361, -73.97603599977656 40.840157000298554, -73.97516999958815 40.84094800025965, -73.9747999996923 40.84128600009316, -73.97420399984064 40.84183100005886, -73.97362300005759 40.84236600019288, -73.97348199959227 40.842520000321485, -73.97336899961437 40.84266400002969, -73.97326900005524 40.84281400012932, -73.97317799981866 40.84297700025136, -73.9728210003416 40.843627000145055, -73.97246800016417 40.844266999959416, -73.97233799956952 40.84448800006094, -73.97202600029831 40.8448720003235, -73.9717430004411 40.845220000211086, -73.97154800044741 40.84544099985294, -73.97132699961617 40.84569699976513, -73.97119400044508 40.84588500023892, -73.97115300043721 40.84602099978651)"
210,110460982269,62786,Williamsburg,,,,,,,M,,,,,147.0,Brg,Williamsburg Brg,S1200,"LINESTRING (-73.96881900036094 40.712685999834434, -73.97513399960313 40.71460800013834, -73.9752080001213 40.714629999829135, -73.97621300022686 40.71493500017883, -73.97631799980886 40.71496700000281, -73.97637300006045 40.71498399979667, -73.97642800031204 40.71500100026706, -73.9765250003964 40.71503000005816, -73.97658700032069 40.71504699983595, -73.97733899980794 40.71529199987589, -73.97797700039074 40.71549499998466, -73.97815300011783 40.71554500009087, -73.97827399959334 40.715580000279054, -73.97837599970059 40.715608999817945, -73.97844400037096 40.71563000032143, -73.97851600034097 40.71565199967451, -73.97899199964374 40.715798000025316, -73.9792140002999 40.715863999938904, -73.97962400037872 40.715986000163994, -73.97973900000646 40.7160189996953, -73.97984000028879 40.71604899993597, -73.98026799991096 40.71618099988091, -73.98037000001823 40.71621200025819, -73.98066999959387 40.716303999733356, -73.98152499991163 40.71655000011816, -73.98236400033583 40.71681799992357, -73.98315600000609 40.7170609998612, -73.98403499971498 40.71733100003768, -73.98487499996412 40.71758699987959, -73.98535700001295 40.717738000324765, -73.98569299957362 40.71786200020877, -73.98538600032528 40.71768099987227, -73.98490699975115 40.71751799974252, -73.98407099969998 40.717258999734554, -73.98318799979315 40.716991999859815, -73.98239299974985 40.71675900032322, -73.98154900020107 40.716504000226024, -73.9806989999062 40.71625700014317, -73.97924000023916 40.71581800025362, -73.97902000013113 40.7157480001091, -73.97817900005708 40.71549200000433, -73.97799900013204 40.715440000096834, -73.97736800012028 40.71523600027695, -73.97661400008487 40.71499500026174, -73.97655399981042 40.71497799978983, -73.9764540002513 40.71494899997602, -73.97639999982462 40.714930999944436, -73.97634399974814 40.71491700014341, -73.97522700038787 40.714582000184905, -73.96886100019374 40.71264999990449)"
211,1105044265823,187368,Williamsburg,,,,,,,M,,,,,147.0,Brg,Williamsburg Brg,S1200,"LINESTRING (-73.96902100002731 40.71250799983973, -73.96790200011891 40.71221600004956, -73.96630700000946 40.7116890002164, -73.96517300003245 40.71133299986792, -73.96360600041041 40.71085299988896, -73.96203499969208 40.71036199998762, -73.96146200030495 40.71017899976945, -73.96124399984674 40.71011099974629)"
212,1105074526220,189155,Palisades Interstate,,,,,,,M,,,,,460.0,Pkwy,Palisades Interstate Pkwy,S1200,"LINESTRING (-73.96280799999406 40.85439799967827, -73.96278899972748 40.85451999979921, -73.96270900025985 40.85469400011766, -73.96254600005324 40.85498700011328, -73.96234900040974 40.85532499968813, -73.96202700019448 40.855814000296675, -73.96162600033648 40.85638600005024, -73.96148499987117 40.85658699982324, -73.96137899956595 40.856784999946406, -73.96120899968663 40.85727799979219, -73.96108099964012 40.85767099971337, -73.96091300030896 40.858011000091075, -73.96073000001086 40.85832600006262, -73.96054699971275 40.858645000314745, -73.96027100042654 40.85901399993818, -73.95992800029487 40.85935400021677, -73.95902299974838 40.86023100022438, -73.95815999993305 40.861090999696614)"
213,110425914329,42661,25,,,,,579.0,State Hwy,S,,,,,,,State Hwy 25,S1200,"LINESTRING (-73.95380399995007 40.74193499972472, -73.9527570000117 40.74247599980267)"
214,11017129532699,244255,25A,,,,,579.0,State Hwy,S,,,,,,,State Hwy 25A,S1200,"LINESTRING (-73.95182999972393 40.74299000001098, -73.9517999995867 40.7430149999503)"
215,11017129532700,244256,25A,,,,,579.0,State Hwy,S,,,,,,,State Hwy 25A,S1200,"LINESTRING (-73.94852300022747 40.744659000295215, -73.94814900013365 40.74482800000733, -73.94745000034982 40.74510699985286, -73.94654300015354 40.74547100012131, -73.94618599977817 40.74561299996253, -73.94565000020096 40.74581799967782, -73.9448929997925 40.74611700010491, -73.94424199968924 40.74639000009016, -73.94400999988567 40.74648299979931, -73.94376499966327 40.74658100018635, -73.94321999986522 40.74679500011282, -73.94238200016424 40.747121999904316, -73.9420699999947 40.74723500026599, -73.94145800024951 40.747457999832115, -73.9412809997992 40.747509000164946, -73.94067900009975 40.74773799994967, -73.94061499962733 40.7477609999944, -73.93973699974335 40.74806600027958, -73.93917400040198 40.74827800005536, -73.93891599976081 40.74837000012014, -73.93790399998252 40.74873200010091, -73.93765999958505 40.748819999979, -73.93755599982798 40.748856999800125, -73.9373950001695 40.748914000091325, -73.93675699958673 40.74914700002123, -73.9366560002027 40.74923500003064, -73.93645700001107 40.74941299980195, -73.93621099996378 40.749629999945256, -73.93616099973507 40.74967399998522, -73.93609499961282 40.74973199996242, -73.93474300007593 40.750978999825925, -73.93383300040492 40.75160499970952, -73.9322759999303 40.75195399994922, -73.93195899973789 40.751974000199915, -73.93126499997692 40.7519930000923, -73.93015399956614 40.752011999979246, -73.92916400042749 40.75203299988373, -73.92874199975479 40.75204200032686, -73.92790800025173 40.7520510000883, -73.9264689997779 40.752069000287946, -73.92642399957207 40.752071999980515, -73.92596099978978 40.75209600023807, -73.92562699987896 40.75213700031774, -73.92441699973395 40.75240400005229, -73.92296599956455 40.752729000160784, -73.92204 40.75293799970742, -73.92161900005051 40.75302800013687, -73.92047900022573 40.75328499977003, -73.92027699966106 40.753337999700534, -73.91892299957601 40.753636000012776, -73.91763200013848 40.75385800024493, -73.91650499983417 40.75389199969397, -73.91547299996441 40.753791999903896, -73.91468499959383 40.75366699995486)"
